year,snapshot_date,country,rank,country_code,rating,rank_max,rating_max,rank_avg,rating_avg,rank_min,rating_min,matches_total,matches_home,matches_away,matches_neutral,wins,losses,draws,goals_for,goals_against,confederation,is_host,wc2026_exit_round
2026,12/31/2026,Cape Verde,59,CV,1619,58,1625,120,1302,146,1172,257,80,91,86,96,98,63,277,283,CAF,0,
2026,12/31/2026,Bosnia and Herzegovina,64,BA,1605,20,1806,53,1626,90,1469,285,118,138,29,105,113,67,399,394,UEFA,0,
2026,12/31/2026,Saudi Arabia,65,SA,1596,29,1736,76,1499,125,1253,842,324,151,367,396,248,198,1284,901,AFC,0,
2026,12/31/2026,Ghana,68,GH,1570,10,1877,42,1650,101,1424,783,247,298,238,371,215,197,1250,826,CAF,0,
2026,12/31/2026,Tunisia,71,TN,1562,24,1757,47,1616,87,1438,780,337,253,190,330,234,216,1107,857,CAF,0,
2026,12/31/2026,Iraq,72,IQ,1561,24,1740,47,1622,96,1456,765,139,232,394,360,193,212,1205,722,AFC,0,
2026,12/31/2026,South Africa,73,ZA,1560,7,1847,32,1707,99,1448,530,276,162,92,232,143,155,722,547,CAF,0,
2026,12/31/2026,New Zealand,77,NZ,1534,29,1642,66,1500,102,1334,444,135,189,120,181,183,80,771,660,OFC,0,
2026,12/31/2026,Haiti,81,HT,1517,36,1674,81,1418,129,1265,566,181,196,189,247,201,118,964,769,CONCACAF,0,
2026,12/31/2026,Curaçao,91,CW,1438,26,1618,97,1382,188,1011,503,174,177,152,202,176,125,885,780,CONCACAF,0,
2026,12/31/2026,Qatar,99,QA,1411,26,1771,93,1416,164,964,702,328,148,226,289,235,178,995,836,AFC,0,
2026,7/7/2026,Spain,1,ES,2177,1,2189,7,1946,19,1805,787,341,302,144,466,138,183,1604,699,UEFA,0,active
2026,7/7/2026,Argentina,2,AR,2151,1,2172,5,1987,26,1751,1115,381,419,315,616,228,271,2128,1139,CONMEBOL,0,active
2026,7/7/2026,France,3,FR,2143,1,2143,16,1795,40,1514,945,475,341,129,480,270,195,1724,1277,UEFA,0,active
2026,7/7/2026,England,4,EN,2076,1,2213,4,1983,17,1810,1167,509,525,133,689,215,263,2734,1123,UEFA,0,active
2026,7/7/2026,Colombia,5,CO,2009,3,2069,48,1621,102,1304,654,185,229,240,270,205,179,852,743,CONMEBOL,0,active
2026,7/7/2026,Portugal,6,PT,1995,2,2060,19,1797,41,1623,701,322,262,117,350,190,161,1234,784,UEFA,0,R16
2026,7/7/2026,Brazil,7,BR,1993,1,2195,4,1998,20,1805,1072,373,346,353,675,173,224,2312,961,CONMEBOL,0,R16
2026,7/7/2026,Norway,8,NO,1972,6,1972,38,1623,85,1364,892,425,409,58,339,355,198,1389,1450,UEFA,0,active
2026,7/7/2026,Netherlands,9,NL,1971,1,2153,15,1848,55,1552,906,430,358,118,467,240,199,1904,1149,UEFA,0,R32
2026,7/7/2026,Belgium,10,BE,1961,1,2157,24,1755,71,1503,883,416,377,90,395,302,186,1619,1364,UEFA,0,active
2026,7/7/2026,Switzerland,11,CH,1943,9,1943,27,1689,56,1485,900,426,392,82,322,373,205,1347,1487,UEFA,0,active
2026,7/7/2026,Morocco,12,MA,1921,11,1923,43,1657,86,1510,735,319,219,197,368,165,202,1118,619,CAF,0,active
2026,7/7/2026,Mexico,13,MX,1913,4,1985,20,1784,48,1498,1034,302,273,459,539,258,237,1839,1057,CONCACAF,1,R16
2026,7/7/2026,Germany,14,DE,1907,1,2222,8,1910,25,1637,1051,470,416,165,608,225,218,2369,1238,UEFA,0,R32
2026,7/7/2026,Japan,15,JP,1888,9,1925,61,1468,114,1126,840,332,207,301,410,258,172,1526,990,AFC,0,R32
2026,7/7/2026,Croatia,16,HR,1881,4,2015,12,1881,28,1780,404,158,167,79,212,86,106,702,411,UEFA,0,R32
2026,7/7/2026,Ecuador,17,EC,1871,9,1938,64,1526,121,1183,604,183,212,209,186,256,162,726,908,CONMEBOL,0,R32
2026,7/7/2026,Turkey,20,TR,1852,9,1910,43,1610,77,1358,673,290,301,82,265,252,156,953,975,UEFA,0,group
2026,7/7/2026,Uruguay,21,UY,1841,1,2104,12,1876,44,1636,1022,336,432,254,446,322,254,1613,1258,CONMEBOL,0,group
2026,7/7/2026,Austria,22,AT,1821,1,2070,20,1809,73,1549,870,432,383,55,372,312,186,1567,1330,UEFA,0,R32
2026,7/7/2026,Senegal,23,SN,1816,17,1879,56,1591,107,1387,710,221,260,229,320,196,194,979,681,CAF,0,R32
2026,7/7/2026,Paraguay,24,PY,1814,5,1956,23,1755,51,1618,794,215,366,213,278,305,211,1009,1121,CONMEBOL,0,R16
2026,7/7/2026,Australia,25,AU,1795,11,1875,35,1671,77,1469,642,272,224,146,327,182,133,1294,724,AFC,0,R32
2026,7/7/2026,Iran,29,IR,1764,13,1853,40,1658,79,1450,673,223,195,255,384,132,157,1278,528,AFC,0,group
2026,7/7/2026,Algeria,30,DZ,1756,18,1807,48,1621,110,1386,694,261,234,199,312,198,184,1062,712,CAF,0,R32
2026,7/7/2026,Egypt,31,EG,1747,12,1872,37,1662,70,1528,889,354,281,254,448,217,224,1552,927,CAF,0,active
2026,7/7/2026,United States,31,US,1747,9,1890,40,1646,92,1412,830,492,253,85,370,287,173,1259,1076,CONCACAF,1,R16
2026,7/7/2026,Scotland,33,SQ,1745,1,2104,14,1877,63,1598,869,403,410,56,411,270,188,1491,1078,UEFA,0,group
2026,7/7/2026,Sweden,37,SE,1731,2,2013,17,1795,54,1579,1124,490,500,134,550,338,236,2236,1497,UEFA,0,R32
2026,7/7/2026,Canada,38,CA,1729,21,1841,49,1599,90,1471,495,157,200,138,192,187,116,638,630,CONCACAF,1,R16
2026,7/7/2026,Ivory Coast,39,CI,1727,15,1863,45,1640,76,1476,697,241,238,218,351,168,178,1137,700,CAF,0,R32
2026,7/7/2026,South Korea,40,KR,1723,16,1845,35,1687,84,1445,1055,353,256,446,574,223,258,1915,967,AFC,0,group
2026,7/7/2026,DR Congo,45,CD,1704,20,1782,62,1557,114,1387,553,166,225,162,227,174,152,841,648,CAF,0,R32
2026,7/7/2026,Czechia,50,CZ,1680,1,2032,13,1854,50,1669,887,361,417,109,426,263,198,1631,1105,UEFA,0,group
2026,7/7/2026,Panama,52,PA,1658,27,1773,99,1363,143,1155,597,201,228,168,197,255,145,743,919,CONCACAF,0,group
2026,7/7/2026,Uzbekistan,56,UZ,1631,25,1766,59,1596,93,1428,370,130,129,111,180,115,75,638,413,AFC,0,group
2026,7/7/2026,Jordan,57,JO,1628,40,1701,111,1324,153,1095,588,201,193,194,207,223,158,733,725,AFC,0,group
2026,7/7/2026,Cape Verde,59,CV,1619,58,1625,120,1302,146,1172,257,80,91,86,96,98,63,277,283,CAF,0,R32
2026,7/7/2026,Bosnia and Herzegovina,64,BA,1605,20,1806,53,1626,90,1469,285,118,138,29,105,113,67,399,394,UEFA,0,R32
2026,7/7/2026,Saudi Arabia,65,SA,1596,29,1736,76,1499,125,1253,842,324,151,367,396,248,198,1284,901,AFC,0,group
2026,7/7/2026,Ghana,68,GH,1570,10,1877,42,1650,101,1424,783,247,298,238,371,215,197,1250,826,CAF,0,R32
2026,7/7/2026,Tunisia,71,TN,1562,24,1757,47,1616,87,1438,780,337,253,190,330,234,216,1107,857,CAF,0,group
2026,7/7/2026,Iraq,72,IQ,1561,24,1740,47,1622,96,1456,765,139,232,394,360,193,212,1205,722,AFC,0,group
2026,7/7/2026,South Africa,73,ZA,1560,7,1847,32,1707,99,1448,530,276,162,92,232,143,155,722,547,CAF,0,R32
2026,7/7/2026,New Zealand,77,NZ,1534,29,1642,66,1500,102,1334,444,135,189,120,181,183,80,771,660,OFC,0,group
2026,7/7/2026,Haiti,81,HT,1517,36,1674,81,1418,129,1265,566,181,196,189,247,201,118,964,769,CONCACAF,0,group
2026,7/7/2026,Curaçao,91,CW,1438,26,1618,97,1382,188,1011,503,174,177,152,202,176,125,885,780,CONCACAF,0,group
2026,7/7/2026,Qatar,99,QA,1411,26,1771,93,1416,164,964,702,328,148,226,289,235,178,995,836,AFC,0,group
